at 2024-11-17 00:07:33.836778 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 2 (photo_near) at 2024-11-17 00:07:33.845293 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 1 (Unknown) at 2024-11-17 00:07:45.479727 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (photo_near) at 2024-11-17 00:07:45.487756 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (Unknown) at 2024-11-17 00:08:46.607070 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (photo_near) at 2024-11-17 00:08:46.614598 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:04.105809 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (photo_near) at 2024-11-17 00:10:04.113320 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:06.276415 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 1 (photo_2s_later) at 2024-11-17 00:10:06.283432 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 2 (Unknown) at 2024-11-17 20:59:59.204183 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (photo_near) at 2024-11-17 20:59:59.212131 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (Unknown) at 2024-11-17 21:00:05.761633 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 2 (photo_near) at 2024-11-17 21:00:05.770655 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 1 (Unknown) at 2024-11-17 21:00:12.456492 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (photo_near) at 2024-11-17 21:00:12.464500 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (photo_near) at 2024-11-28 10:29:28.952480 with bounding box (301.5350663990886, 327.6986273386535, 411.06894566155387, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 10:29:46.046864 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 10:29:46.054873 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 10:29:49.695991 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 10:29:49.706883 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:29:53.221014 with bounding box (301.5290383832639, 327.6986273386534, 411.0749736773785, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 10:29:53.229034 with bounding box (301.5290383832639, 327.6986273386534, 411.0749736773785, 612.0089181617059)
Violation by ID 5 (Unknown) at 2024-11-28 10:30:10.443430 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (photo_near) at 2024-11-28 10:30:10.451578 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (Unknown) at 2024-11-28 10:30:14.120153 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 5 (photo_near) at 2024-11-28 10:30:14.127287 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:30:17.735936 with bounding box (301.5250094655871, 327.6986273386534, 411.07900259505533, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 10:30:17.745129 with bounding box (301.5250094655871, 327.6986273386534, 411.07900259505533, 612.0089181617059)
Violation by ID 6 (Unknown) at 2024-11-28 10:30:34.433571 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 6 (photo_near) at 2024-11-28 10:30:34.441573 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:33:31.852540 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 10:33:31.861045 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-28 10:33:41.900953 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 2 (photo_near) at 2024-11-28 10:33:41.908464 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 3 (Unknown) at 2024-11-28 10:33:58.942580 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 10:33:58.951727 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 10:34:02.507325 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 10:34:02.514835 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:34:06.094604 with bounding box (301.5350663990886, 327.6986273386535, 411.06894566155387, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 10:34:06.102710 with bounding box (301.5350663990886, 327.6986273386535, 411.06894566155387, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 11:04:13.038861 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 11:04:13.048974 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 11:04:17.074574 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 11:04:17.086437 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 11:04:20.934770 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 11:04:20.944368 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 11:04:26.762640 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 11:04:26.771246 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 11:04:29.988560 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 11:04:29.996852 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 11:04:33.214721 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 11:04:33.223191 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 11:51:36.637469 with bounding box (153.47365585933676, 310.46352491836785, 252.96960464641364, 560.1582462604072)
Violation by ID 2 (photo_near) at 2024-11-28 11:51:36.644852 with bounding box (153.47365585933676, 310.46352491836785, 252.96960464641364, 560.1582462604072)
Violation by ID 2 (Unknown) at 2024-11-28 11:51:39.962512 with bounding box (62.2353638538207, 332.4429397667115, 194.73445348878423, 572.7625336800846)
Violation by ID 2 (photo_near) at 2024-11-28 11:51:39.971508 with bounding box (62.2353638538207, 332.4429397667115, 194.73445348878423, 572.7625336800846)
Violation by ID 1 (Unknown) at 2024-11-28 11:51:43.122834 with bounding box (301.55166431585786, 327.6986273384267, 411.0523477447805, 612.0089181619969)
Violation by ID 1 (photo_near) at 2024-11-28 11:51:43.132840 with bounding box (301.55166431585786, 327.6986273384267, 411.0523477447805, 612.0089181619969)
Violation by ID 2 (Unknown) at 2024-11-28 12:37:55.462573 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 12:37:55.469925 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 12:37:58.078306 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 12:37:58.084305 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:38:00.625675 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 12:38:00.637749 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 12:38:20.845920 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 12:38:20.854127 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 12:38:23.560814 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 12:38:23.568051 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:38:26.064279 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:38:26.072647 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 12:38:45.028079 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 12:38:45.036526 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 12:38:47.511162 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 12:38:47.521165 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:38:50.008313 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:38:50.015817 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 12:47:26.954506 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 12:47:26.954506 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 12:47:29.815286 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 12:47:29.815286 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:47:32.375285 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 12:47:32.385292 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 12:47:48.483842 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 12:47:48.491783 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 12:47:50.979296 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 12:47:50.989297 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:47:53.428570 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:47:53.433570 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 12:48:09.303851 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 12:48:09.303851 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 12:48:11.974183 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 12:48:11.982206 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:48:14.656840 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:48:14.662814 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 5 (Unknown) at 2024-11-28 12:48:43.163934 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (photo_near) at 2024-11-28 12:48:43.163934 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (Unknown) at 2024-11-28 12:48:45.619161 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 5 (photo_near) at 2024-11-28 12:48:45.628503 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:48:48.151364 with bounding box (301.52924452301977, 327.6986273386534, 411.0747675376226, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:48:48.159685 with bounding box (301.52924452301977, 327.6986273386534, 411.0747675376226, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 12:49:27.725478 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 12:49:27.731520 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 12:49:30.184766 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 12:49:30.190916 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:49:32.683725 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 12:49:32.692374 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 12:49:56.164042 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 12:49:56.171110 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 12:49:58.742438 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 12:49:58.750612 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:50:01.319930 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 12:50:01.329932 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 12:55:07.810153 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 12:55:07.820162 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 12:55:10.376531 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 12:55:10.386533 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 12:55:12.799379 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 12:55:12.802383 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 13:13:27.183395 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 13:13:27.190906 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-28 13:13:37.111071 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 2 (photo_near) at 2024-11-28 13:13:37.118575 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 2 (Unknown) at 2024-11-28 16:45:19.032462 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 16:45:19.039610 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 16:45:22.048463 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 16:45:22.057978 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 16:45:25.015645 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 16:45:25.024199 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 17:36:01.961509 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 17:36:01.973603 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 17:36:05.552462 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 17:36:05.560460 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 17:36:09.134556 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 17:36:09.142560 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 17:57:34.006845 with bounding box (152.59019257386825, 312.11936973149386, 251.7985229218699, 561.2964834140012)
Violation by ID 2 (photo_near) at 2024-11-28 17:57:34.015849 with bounding box (152.59019257386825, 312.11936973149386, 251.7985229218699, 561.2964834140012)
Violation by ID 1 (Unknown) at 2024-11-28 17:57:41.869799 with bounding box (301.56510726254635, 327.69810263761656, 411.0397574405595, 612.0085241884165)
Violation by ID 1 (photo_near) at 2024-11-28 17:57:41.878834 with bounding box (301.56510726254635, 327.69810263761656, 411.0397574405595, 612.0085241884165)
Violation by ID 2 (Unknown) at 2024-11-28 18:13:14.585402 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 18:13:14.593885 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 3 (Unknown) at 2024-11-28 18:18:16.175001 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 18:18:16.183007 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 18:18:19.495759 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 18:18:19.504760 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:18:22.942026 with bounding box (301.5350711056515, 327.6986273386535, 411.0689409549909, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:18:22.950031 with bounding box (301.5350711056515, 327.6986273386535, 411.0689409549909, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 18:22:09.384495 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 18:22:09.393585 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 18:22:13.144704 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 18:22:13.151703 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:22:16.875919 with bounding box (301.52904230588126, 327.6986273386534, 411.0749697547611, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:22:16.882925 with bounding box (301.52904230588126, 327.6986273386534, 411.0749697547611, 612.0089181617059)
Violation by ID 5 (Unknown) at 2024-11-28 18:24:48.159213 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (photo_near) at 2024-11-28 18:24:48.166213 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (Unknown) at 2024-11-28 18:24:51.921918 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 5 (photo_near) at 2024-11-28 18:24:51.931219 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:24:55.711915 with bounding box (301.52501264146656, 327.6986273386534, 411.0789994191759, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:24:55.718928 with bounding box (301.52501264146656, 327.6986273386534, 411.0789994191759, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 18:47:17.474669 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 18:47:17.486699 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 3 (Unknown) at 2024-11-28 18:48:55.029015 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 18:48:55.044039 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 18:48:58.859584 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 18:48:58.869588 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:49:02.629559 with bounding box (301.5355700250334, 327.6986273386534, 411.068442035609, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:49:02.639561 with bounding box (301.5355700250334, 327.6986273386534, 411.068442035609, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 18:51:36.795045 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 18:51:36.805044 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 18:51:40.480390 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 18:51:40.496720 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:51:44.178628 with bounding box (301.52935394165644, 327.6986273386534, 411.074658118986, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:51:44.188628 with bounding box (301.52935394165644, 327.6986273386534, 411.074658118986, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 18:53:53.147076 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 18:53:53.154778 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-28 18:53:57.065664 with bounding box (61.93418271485562, 332.4385533814971, 194.98817101461134, 572.7577411007337)
Violation by ID 2 (photo_near) at 2024-11-28 18:53:57.075663 with bounding box (61.93418271485562, 332.4385533814971, 194.98817101461134, 572.7577411007337)
Violation by ID 1 (Unknown) at 2024-11-28 18:54:00.598663 with bounding box (301.5486820327297, 327.6985841008628, 411.05509307082224, 612.0088774047636)
Violation by ID 1 (photo_near) at 2024-11-28 18:54:00.614298 with bounding box (301.5486820327297, 327.6985841008628, 411.05509307082224, 612.0088774047636)
Violation by ID 3 (Unknown) at 2024-11-28 18:56:39.635444 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 18:56:39.642418 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 18:56:43.293687 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 18:56:43.293687 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
